,team_name,X,Y,Z,tick,steamid,name
0,CT,-1189.3397,862.16864,11776.031,4361,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4361,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4361,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4361,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4361,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4361,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4361,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4361,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4361,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4361,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,4361,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4361,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4361,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4361,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4361,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4361,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4361,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4361,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4361,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4361,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,4425,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4425,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4425,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4425,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4425,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4425,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4425,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4425,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4425,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4425,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,4489,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4489,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4489,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4489,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4489,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4489,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4489,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4489,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4489,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4489,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,4553,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4553,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4553,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4553,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4553,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4553,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4553,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4553,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4553,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4553,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,4617,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4617,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4617,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4617,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4617,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4617,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4617,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4617,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4617,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4617,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,4681,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4681,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4681,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4681,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4681,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4681,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4681,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4681,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4681,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4681,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,4745,76561198858681422,pepe--
1,TERRORIST,-1439.5718,-1251.7084,11488.031,4745,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,4745,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,4745,76561198015308884,biguzera-
4,TERRORIST,-1439.7609,-1322.0359,11488.031,4745,76561198385657675,kauez_
5,CT,-860.1436,940.28204,11776.031,4745,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,4745,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,4745,76561198307734468,rdn---
8,TERRORIST,-1502.5718,-1360.8275,11488.031,4745,76561198377335846,snow_-_
9,CT,-929.6314,918.6384,11776.031,4745,76561198809462276,koaLx
0,CT,-1163.3385,779.66125,11776.031,4809,76561198858681422,pepe--
1,TERRORIST,-1515.0348,-1219.0806,11488.031,4809,76561198350342505,nqz-
2,TERRORIST,-1540.9667,-1157.5109,11488.031,4809,76561198074017668,lux1-
3,TERRORIST,-1490.9506,-1134.2128,11488.031,4809,76561198015308884,biguzera-
4,TERRORIST,-1505.1423,-1272.9071,11488.031,4809,76561198385657675,kauez_
5,CT,-833.2603,858.0391,11776.031,4809,76561198095896540,docz1n
6,CT,-1133.1423,839.6355,11776.031,4809,76561198135228658,gafolo
7,CT,-1125.9633,942.16046,11776.031,4809,76561198307734468,rdn---
8,TERRORIST,-1538.7618,-1340.1066,11488.031,4809,76561198377335846,snow_-_
9,CT,-1015.2695,910.56085,11776.031,4809,76561198809462276,koaLx
0,CT,-1095.1259,539.3293,11776.031,4873,76561198858681422,pepe--
1,TERRORIST,-1731.5846,-1099.3174,11488.031,4873,76561198350342505,nqz-
2,TERRORIST,-1745.6693,-1021.2808,11488.031,4873,76561198074017668,lux1-
3,TERRORIST,-1684.2416,-1065.8195,11488.031,4873,76561198015308884,biguzera-
4,TERRORIST,-1707.8,-1152.4946,11488.031,4873,76561198385657675,kauez_
5,CT,-762.6795,620.0221,11776.031,4873,76561198095896540,docz1n
6,CT,-1142.4788,590.46045,11776.031,4873,76561198135228658,gafolo
7,CT,-1370.3434,897.1906,11776.031,4873,76561198307734468,rdn---
8,TERRORIST,-1724.0593,-1224.558,11488.031,4873,76561198377335846,snow_-_
9,CT,-1261.4631,902.9733,11776.031,4873,76561198809462276,koaLx
0,CT,-1034.7151,296.7385,11776.031,4937,76561198858681422,pepe--
1,TERRORIST,-1912.1746,-936.4978,11488.031,4937,76561198350342505,nqz-
2,TERRORIST,-1700.7961,-836.1211,11488.031,4937,76561198074017668,lux1-
3,TERRORIST,-1737.9581,-883.9668,11488.031,4937,76561198015308884,biguzera-
4,TERRORIST,-1887.2692,-1000.808,11488.031,4937,76561198385657675,kauez_
5,CT,-707.8216,377.9531,11776.031,4937,76561198095896540,docz1n
6,CT,-1100.2303,349.87823,11776.031,4937,76561198135228658,gafolo
7,CT,-1580.861,767.3753,11776.031,4937,76561198307734468,rdn---
8,TERRORIST,-1836.3096,-1037.9554,11488.031,4937,76561198377335846,snow_-_
9,CT,-1420.6211,793.78186,11808.482,4937,76561198809462276,koaLx
0,CT,-974.30884,54.146557,11776.031,5001,76561198858681422,pepe--
1,TERRORIST,-2100.3665,-772.57935,11488.031,5001,76561198350342505,nqz-
2,TERRORIST,-1565.8063,-667.7612,11488.031,5001,76561198074017668,lux1-
3,TERRORIST,-1604.6285,-728.8752,11488.031,5001,76561198015308884,biguzera-
4,TERRORIST,-2057.9722,-839.3825,11488.031,5001,76561198385657675,kauez_
5,CT,-574.2543,192.58908,11776.031,5001,76561198095896540,docz1n
6,CT,-1014.2464,115.130615,11776.031,5001,76561198135228658,gafolo
7,CT,-1800.2413,647.9504,11776.031,5001,76561198307734468,rdn---
8,TERRORIST,-2026.6278,-889.7814,11488.031,5001,76561198377335846,snow_-_
9,CT,-1445.2656,595.5861,11874.031,5001,76561198809462276,koaLx
0,CT,-913.9026,-188.4455,11776.031,5065,76561198858681422,pepe--
1,TERRORIST,-2204.7507,-622.7851,11488.031,5065,76561198350342505,nqz-
2,TERRORIST,-1486.6442,-434.49866,11488.031,5065,76561198074017668,lux1-
3,TERRORIST,-1545.9714,-496.18176,11488.031,5065,76561198015308884,biguzera-
4,TERRORIST,-2199.3003,-672.17505,11488.031,5065,76561198385657675,kauez_
5,CT,-333.94202,123.67168,11776.031,5065,76561198095896540,docz1n
6,CT,-944.2413,-119.93457,11776.031,5065,76561198135228658,gafolo
7,CT,-2042.7036,587.4463,11776.031,5065,76561198307734468,rdn---
8,TERRORIST,-2194.0532,-719.4615,11488.031,5065,76561198377335846,snow_-_
9,CT,-1420.3722,579.62524,11874.031,5065,76561198809462276,koaLx
0,CT,-844.1467,-428.70898,11830.39,5129,76561198858681422,pepe--
1,TERRORIST,-2134.3643,-523.3197,11508.853,5129,76561198350342505,nqz-
2,TERRORIST,-1382.0009,-207.5951,11488.031,5129,76561198074017668,lux1-
3,TERRORIST,-1440.0618,-274.73938,11488.031,5129,76561198015308884,biguzera-
4,TERRORIST,-2186.087,-558.20703,11488.031,5129,76561198385657675,kauez_
5,CT,-152.07324,-8.704529,11776.031,5129,76561198095896540,docz1n
6,CT,-883.9232,-355.71265,11776.031,5129,76561198135228658,gafolo
7,CT,-2266.8755,523.6309,11744.031,5129,76561198307734468,rdn---
8,TERRORIST,-2225.819,-596.7845,11488.031,5129,76561198377335846,snow_-_
9,CT,-1408.5746,592.7025,11874.031,5129,76561198809462276,koaLx
0,CT,-708.3432,-610.9254,11776.031,5193,76561198858681422,pepe--
1,TERRORIST,-2024.7356,-466.55103,11552.031,5193,76561198350342505,nqz-
2,TERRORIST,-1168.4281,-124.56439,11488.031,5193,76561198074017668,lux1-
3,TERRORIST,-1267.8091,-110.76807,11488.031,5193,76561198015308884,biguzera-
4,TERRORIST,-2072.7996,-508.47125,11539.635,5193,76561198385657675,kauez_
5,CT,-187.9975,-252.03662,11776.031,5193,76561198095896540,docz1n
6,CT,-804.8819,-569.60443,11782.439,5193,76561198135228658,gafolo
7,CT,-2344.4768,294.91534,11784.843,5193,76561198307734468,rdn---
8,TERRORIST,-2120.7734,-552.13464,11515.648,5193,76561198377335846,snow_-_
9,CT,-1400.8269,597.7933,11874.031,5193,76561198809462276,koaLx
0,CT,-476.31543,-702.9808,11776.031,5257,76561198858681422,pepe--
1,TERRORIST,-1985.9144,-392.9234,11552.031,5257,76561198350342505,nqz-
2,TERRORIST,-936.1063,-210.61926,11512.886,5257,76561198074017668,lux1-
3,TERRORIST,-1029.4407,-138.4978,11488.031,5257,76561198015308884,biguzera-
4,TERRORIST,-1973.3558,-438.99377,11552.031,5257,76561198385657675,kauez_
5,CT,-213.18536,-491.79303,11776.031,5257,76561198095896540,docz1n
6,CT,-567.2346,-645.76385,11776.031,5257,76561198135228658,gafolo
7,CT,-2386.4844,258.5655,11744.031,5257,76561198307734468,rdn---
8,TERRORIST,-2051.0144,-456.77917,11550.527,5257,76561198377335846,snow_-_
9,CT,-1400.8928,609.3325,11874.031,5257,76561198809462276,koaLx
0,CT,-318.8891,-865.40826,11776.031,5321,76561198858681422,pepe--
1,TERRORIST,-1991.4503,-358.80115,11552.031,5321,76561198350342505,nqz-
2,TERRORIST,-752.0414,-347.19934,11488.031,5321,76561198074017668,lux1-
3,TERRORIST,-825.2455,-256.9336,11488.031,5321,76561198015308884,biguzera-
4,TERRORIST,-1980.0518,-394.0807,11552.031,5321,76561198385657675,kauez_
5,CT,-141.17468,-730.56323,11776.031,5321,76561198095896540,docz1n
6,CT,-361.23035,-767.16064,11809.829,5321,76561198135228658,gafolo
7,CT,-2404.1558,252.44981,11744.031,5321,76561198307734468,rdn---
8,TERRORIST,-2039.237,-432.0318,11552.031,5321,76561198377335846,snow_-_
9,CT,-1397.2167,606.45105,11874.031,5321,76561198809462276,koaLx
0,CT,-929.6314,918.6384,11776.031,11820,76561198858681422,pepe--
1,TERRORIST,-1468.8372,-1194.3975,11488.031,11820,76561198350342505,nqz-
2,TERRORIST,-1502.5718,-1360.8275,11488.031,11820,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,11820,76561198015308884,biguzera-
4,TERRORIST,-1439.5718,-1251.7084,11488.031,11820,76561198385657675,kauez_
5,CT,-1189.3397,862.16864,11776.031,11820,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,11820,76561198135228658,gafolo
7,CT,-860.1436,940.28204,11776.031,11820,76561198307734468,rdn---
8,TERRORIST,-1439.7609,-1322.0359,11488.031,11820,76561198377335846,snow_-_
9,CT,-1044.0262,924.3055,11776.031,11820,76561198809462276,koaLx
0,CT,-929.6314,918.6384,11776.031,11820,76561198858681422,pepe--
1,TERRORIST,-1468.8372,-1194.3975,11488.031,11820,76561198350342505,nqz-
2,TERRORIST,-1502.5718,-1360.8275,11488.031,11820,76561198074017668,lux1-
3,TERRORIST,-1411.3145,-1130.3131,11488.031,11820,76561198015308884,biguzera-
4,TERRORIST,-1439.5718,-1251.7084,11488.031,11820,76561198385657675,kauez_
5,CT,-1189.3397,862.16864,11776.031,11820,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,11820,76561198135228658,gafolo
7,CT,-860.1436,940.28204,11776.031,11820,76561198307734468,rdn---
8,TERRORIST,-1439.7609,-1322.0359,11488.031,11820,76561198377335846,snow_-_
9,CT,-1044.0262,924.3055,11776.031,11820,76561198809462276,koaLx
0,CT,-994.4999,720.562,11776.031,11884,76561198858681422,pepe--
1,TERRORIST,-1643.8815,-1126.3214,11488.031,11884,76561198350342505,nqz-
2,TERRORIST,-1615.5842,-1256.7675,11488.031,11884,76561198074017668,lux1-
3,TERRORIST,-1602.5515,-1080.2677,11488.031,11884,76561198015308884,biguzera-
4,TERRORIST,-1439.5718,-1251.7084,11488.031,11884,76561198385657675,kauez_
5,CT,-1148.0659,654.7605,11776.031,11884,76561198095896540,docz1n
6,CT,-1022.2308,777.89044,11776.031,11884,76561198135228658,gafolo
7,CT,-1067.731,929.72345,11776.031,11884,76561198307734468,rdn---
8,TERRORIST,-1578.2261,-1282.3066,11488.031,11884,76561198377335846,snow_-_
9,CT,-1244.8729,903.25037,11776.031,11884,76561198809462276,koaLx
0,CT,-1053.1198,483.0628,11777.031,11948,76561198858681422,pepe--
1,TERRORIST,-1846.0878,-1218.5785,11512.079,11948,76561198350342505,nqz-
2,TERRORIST,-1729.1587,-1043.5131,11488.031,11948,76561198074017668,lux1-
3,TERRORIST,-1767.6088,-944.6821,11488.031,11948,76561198015308884,biguzera-
4,TERRORIST,-1607.44,-1239.0415,11488.031,11948,76561198385657675,kauez_
5,CT,-1117.7145,411.93427,11776.031,11948,76561198095896540,docz1n
6,CT,-1059.287,567.617,11776.031,11948,76561198135228658,gafolo
7,CT,-1316.0669,901.5243,11776.031,11948,76561198307734468,rdn---
8,TERRORIST,-1749.2,-1175.2526,11488.031,11948,76561198377335846,snow_-_
9,CT,-1471.1758,836.642,11776.031,11948,76561198809462276,koaLx
0,CT,-1040.7654,236.23587,11776.031,12012,76561198858681422,pepe--
1,TERRORIST,-2079.8254,-1237.9166,11616.031,12012,76561198350342505,nqz-
2,TERRORIST,-1692.2168,-844.29816,11488.031,12012,76561198074017668,lux1-
3,TERRORIST,-1621.8418,-755.3843,11488.031,12012,76561198015308884,biguzera-
4,TERRORIST,-1848.1797,-1241.6182,11513.125,12012,76561198385657675,kauez_
5,CT,-1058.8624,174.9583,11776.031,12012,76561198095896540,docz1n
6,CT,-1038.1262,319.91318,11776.031,12012,76561198135228658,gafolo
7,CT,-1550.9285,820.1019,11785.031,12012,76561198307734468,rdn---
8,TERRORIST,-1845.184,-985.05096,11488.031,12012,76561198377335846,snow_-_
9,CT,-1663.3748,682.10406,11776.031,12012,76561198809462276,koaLx
0,CT,-955.47925,10.928894,11776.031,12076,76561198858681422,pepe--
1,TERRORIST,-2040.3502,-1295.4648,11609.21,12076,76561198350342505,nqz-
2,TERRORIST,-1566.3542,-642.8026,11488.031,12076,76561198074017668,lux1-
3,TERRORIST,-1529.4652,-525.90094,11488.031,12076,76561198015308884,biguzera-
4,TERRORIST,-2080.9353,-1202.3086,11642.764,12076,76561198385657675,kauez_
5,CT,-994.92645,-61.589355,11776.031,12076,76561198095896540,docz1n
6,CT,-1014.37933,85.68592,11776.031,12076,76561198135228658,gafolo
7,CT,-1796.892,843.35913,11776.031,12076,76561198307734468,rdn---
8,TERRORIST,-1661.2394,-840.5604,11488.031,12076,76561198377335846,snow_-_
9,CT,-1804.303,537.03,11776.031,12076,76561198809462276,koaLx
0,CT,-933.41974,-226.63757,11776.031,12140,76561198858681422,pepe--
1,TERRORIST,-1852.1298,-1172.7913,11515.1,12140,76561198350342505,nqz-
2,TERRORIST,-1474.1251,-413.18115,11488.031,12140,76561198074017668,lux1-
3,TERRORIST,-1380.6808,-531.4762,11488.535,12140,76561198015308884,biguzera-
4,TERRORIST,-2118.226,-970.0916,11752.627,12140,76561198385657675,kauez_
5,CT,-930.7086,-302.3692,11776.031,12140,76561198095896540,docz1n
6,CT,-950.8546,-135.65234,11776.031,12140,76561198135228658,gafolo
7,CT,-2023.2987,940.87274,11814.061,12140,76561198307734468,rdn---
8,TERRORIST,-1563.6099,-613.7288,11488.031,12140,76561198377335846,snow_-_
9,CT,-1908.7247,597.16046,11776.031,12140,76561198809462276,koaLx
0,CT,-868.7464,-462.98523,11777.031,12204,76561198858681422,pepe--
1,TERRORIST,-1796.3737,-942.62244,11488.031,12204,76561198350342505,nqz-
2,TERRORIST,-1355.0098,-193.39886,11488.031,12204,76561198074017668,lux1-
3,TERRORIST,-1288.4727,-726.49396,11488.031,12204,76561198015308884,biguzera-
4,TERRORIST,-2055.2437,-748.3657,11776.031,12204,76561198385657675,kauez_
5,CT,-936.89825,-542.8415,11776.031,12204,76561198095896540,docz1n
6,CT,-921.19055,-231.99878,11776.031,12204,76561198135228658,gafolo
7,CT,-2247.7275,976.3683,11744.031,12204,76561198307734468,rdn---
8,TERRORIST,-1424.2776,-446.60352,11488.031,12204,76561198377335846,snow_-_
9,CT,-2031.8275,594.1524,11776.031,12204,76561198809462276,koaLx
0,CT,-671.55707,-593.5185,11776.031,12268,76561198858681422,pepe--
1,TERRORIST,-1633.3477,-781.39185,11488.031,12268,76561198350342505,nqz-
2,TERRORIST,-1146.889,-83.61133,11488.031,12268,76561198074017668,lux1-
3,TERRORIST,-1252.6321,-722.09515,11620.899,12268,76561198015308884,biguzera-
4,TERRORIST,-1982.9626,-645.6514,11776.031,12268,76561198385657675,kauez_
5,CT,-1093.4374,-723.3024,11776.031,12268,76561198095896540,docz1n
6,CT,-939.0339,-229.6023,11776.031,12268,76561198135228658,gafolo
7,CT,-2334.7131,1096.9683,11755.921,12268,76561198307734468,rdn---
8,TERRORIST,-1372.1747,-561.58295,11488.031,12268,76561198377335846,snow_-_
9,CT,-2142.7568,538.0673,11779.031,12268,76561198809462276,koaLx
0,CT,-440.4115,-675.43964,11774.031,12332,76561198858681422,pepe--
1,TERRORIST,-1555.7689,-555.66046,11488.031,12332,76561198350342505,nqz-
2,TERRORIST,-939.12195,-53.73352,11488.031,12332,76561198074017668,lux1-
3,TERRORIST,-1253.4852,-722.09515,11766.917,12332,76561198015308884,biguzera-
4,TERRORIST,-1936.7749,-531.10046,11776.031,12332,76561198385657675,kauez_
5,CT,-1127.8171,-965.4399,11776.031,12332,76561198095896540,docz1n
6,CT,-843.7091,-311.7328,11777.917,12332,76561198135228658,gafolo
7,CT,-2317.6626,964.70135,11744.031,12332,76561198307734468,rdn---
8,TERRORIST,-1328.335,-675.40985,11488.031,12332,76561198377335846,snow_-_
9,CT,-2150.8916,538.13,11776.544,12332,76561198809462276,koaLx
0,CT,-346.57532,-854.03436,11776.031,12396,76561198858681422,pepe--
1,TERRORIST,-1487.3835,-445.85736,11488.031,12396,76561198350342505,nqz-
2,TERRORIST,-1011.46466,-211.03949,11488.031,12396,76561198074017668,lux1-
3,TERRORIST,-1268.4122,-674.9664,11783.519,12396,76561198015308884,biguzera-
4,TERRORIST,-1818.4052,-527.9686,11776.031,12396,76561198385657675,kauez_
5,CT,-1094.8802,-1144.8308,11776.031,12396,76561198095896540,docz1n
6,CT,-786.7131,-471.96863,11819.031,12396,76561198135228658,gafolo
7,CT,-2293.9285,838.64905,11744.031,12396,76561198307734468,rdn---
8,TERRORIST,-1254.534,-723.2522,11490.147,12396,76561198377335846,snow_-_
9,CT,-2186.518,541.6235,11765.311,12396,76561198809462276,koaLx
0,CT,-377.6068,-1026.605,11792.031,12460,76561198858681422,pepe--
1,TERRORIST,-1411.4149,-340.3626,11488.031,12460,76561198350342505,nqz-
2,TERRORIST,-1043.6052,-318.25208,11488.031,12460,76561198074017668,lux1-
3,TERRORIST,-1371.5228,-611.96277,11776.031,12460,76561198015308884,biguzera-
4,TERRORIST,-1694.4143,-517.9832,11776.031,12460,76561198385657675,kauez_
5,CT,-1005.0361,-1217.7661,11772.489,12460,76561198095896540,docz1n
6,CT,-784.988,-471.96826,11819.031,12460,76561198135228658,gafolo
7,CT,-2358.6177,760.7915,11744.031,12460,76561198307734468,rdn---
8,TERRORIST,-1249.468,-723.2522,11615.832,12460,76561198377335846,snow_-_
9,CT,-2202.7556,544.22656,11760.19,12460,76561198809462276,koaLx
0,CT,-372.2555,-1029.8212,11792.031,12524,76561198858681422,pepe--
1,TERRORIST,-1364.6514,-225.55005,11488.031,12524,76561198350342505,nqz-
2,TERRORIST,-1017.0263,-320.239,11488.031,12524,76561198074017668,lux1-
3,TERRORIST,-1476.9669,-578.5385,11776.031,12524,76561198015308884,biguzera-
4,TERRORIST,-1624.8114,-485.74176,11776.031,12524,76561198385657675,kauez_
5,CT,-1003.7406,-1329.2987,11768.585,12524,76561198095896540,docz1n
6,CT,-783.94617,-471.96832,11819.031,12524,76561198135228658,gafolo
7,CT,-2460.8955,708.5552,11744.031,12524,76561198307734468,rdn---
8,TERRORIST,-1246.2072,-723.2522,11762.751,12524,76561198377335846,snow_-_
9,CT,-2193.917,543.6874,11762.978,12524,76561198809462276,koaLx
0,CT,-359.70953,-1071.7761,11776.031,12588,76561198858681422,pepe--
1,TERRORIST,-1301.0402,-128.81616,11488.031,12588,76561198350342505,nqz-
2,TERRORIST,-1010.3323,-363.1947,11488.031,12588,76561198074017668,lux1-
3,TERRORIST,-1526.4749,-546.68494,11776.031,12588,76561198015308884,biguzera-
4,TERRORIST,-1599.9419,-398.37012,11776.031,12588,76561198385657675,kauez_
5,CT,-1044.9501,-1419.963,11784.031,12588,76561198095896540,docz1n
6,CT,-783.94617,-471.96832,11819.031,12588,76561198135228658,gafolo
7,CT,-2531.4124,661.7765,11744.031,12588,76561198307734468,rdn---
8,TERRORIST,-1255.9747,-674.2079,11783.139,12588,76561198377335846,snow_-_
9,CT,-2186.468,543.0665,11765.326,12588,76561198809462276,koaLx
0,CT,-436.0957,-1172.0552,11721.334,12652,76561198858681422,pepe--
1,TERRORIST,-1198.2238,-89.403076,11488.031,12652,76561198350342505,nqz-
2,TERRORIST,-973.93066,-373.36444,11488.031,12652,76561198074017668,lux1-
3,TERRORIST,-1558.2415,-439.86743,11776.031,12652,76561198015308884,biguzera-
4,TERRORIST,-1558.6125,-374.8083,11776.031,12652,76561198385657675,kauez_
5,CT,-1055.9684,-1409.7549,11784.031,12652,76561198095896540,docz1n
6,CT,-783.94617,-471.96832,11819.031,12652,76561198135228658,gafolo
7,CT,-2531.577,665.0426,11744.031,12652,76561198307734468,rdn---
8,TERRORIST,-1353.2687,-628.855,11776.031,12652,76561198377335846,snow_-_
9,CT,-2063.4094,556.1684,11776.031,12652,76561198809462276,koaLx
0,CT,-557.1703,-1189.7607,11680.977,12716,76561198858681422,pepe--
1,TERRORIST,-1123.6735,-124.51825,11488.031,12716,76561198350342505,nqz-
2,TERRORIST,-913.1203,-382.5727,11488.031,12716,76561198074017668,lux1-
3,TERRORIST,-1575.4298,-383.10608,11776.031,12716,76561198015308884,biguzera-
4,TERRORIST,-1556.2802,-331.2669,11776.031,12716,76561198385657675,kauez_
5,CT,-1007.6673,-1455.6445,11776.031,12716,76561198095896540,docz1n
6,CT,-809.459,-406.33948,11819.031,12716,76561198135228658,gafolo
7,CT,-2532.7734,664.3517,11744.031,12716,76561198307734468,rdn---
8,TERRORIST,-1451.5088,-583.4343,11776.031,12716,76561198377335846,snow_-_
9,CT,-1954.5867,523.76874,11776.031,12716,76561198809462276,koaLx
0,CT,-673.13464,-1206.0016,11648.031,12780,76561198858681422,pepe--
1,TERRORIST,-1112.8624,-143.96838,11488.031,12780,76561198350342505,nqz-
2,TERRORIST,-993.11743,-398.9287,11488.031,12780,76561198074017668,lux1-
3,TERRORIST,-1545.4192,-327.6681,11776.031,12780,76561198015308884,biguzera-
4,TERRORIST,-1528.2976,-229.63904,11776.031,12780,76561198385657675,kauez_
5,CT,-983.2419,-1474.761,11776.031,12780,76561198095896540,docz1n
6,CT,-905.77594,-198.6734,11776.031,12780,76561198135228658,gafolo
7,CT,-2533.267,664.7523,11744.031,12780,76561198307734468,rdn---
8,TERRORIST,-1521.9594,-558.1997,11776.031,12780,76561198377335846,snow_-_
9,CT,-2057.4998,569.63873,11776.031,12780,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,20729,76561198858681422,pepe--
1,TERRORIST,-1439.7609,-1322.0359,11488.031,20729,76561198350342505,nqz-
2,TERRORIST,-1468.8372,-1194.3975,11488.031,20729,76561198074017668,lux1-
3,TERRORIST,-1439.5718,-1251.7084,11488.031,20729,76561198015308884,biguzera-
4,TERRORIST,-1502.5718,-1360.8275,11488.031,20729,76561198385657675,kauez_
5,CT,-929.6314,918.6384,11776.031,20729,76561198095896540,docz1n
6,CT,-1126.5762,925.89246,11776.031,20729,76561198135228658,gafolo
7,CT,-1044.0262,924.3055,11776.031,20729,76561198307734468,rdn---
8,TERRORIST,-1411.3145,-1130.3131,11488.031,20729,76561198377335846,snow_-_
9,CT,-860.1436,940.28204,11776.031,20729,76561198809462276,koaLx
0,CT,-1189.3397,862.16864,11776.031,20729,76561198858681422,pepe--
